Chr1:3631-5899	AT1G01010.1
Chr1:30255949-30256010	AT1TE98935
Chr1:30256066-30257916	AT1G80470.1
Chr1:30258076-30260679	AT1G80480.1
Chr1:30260903-30267038	AT1G80490.2
Chr1:30270529-30272668	AT1G80500.1
Chr1:30272849-30274793	AT1G80510.1
Chr1:30276481-30277059	AT1G80520.1
Chr1:30277952-30280324	AT1G80530.1
Chr1:30281638-30284319	AT1G80540.1
Chr1:30284946-30286704	AT1G80550.1
Chr1:30286956-30287741	AT1G80555.1
Chr1:30287763-30290298	AT1G80560.1
Chr1:30290454-30292418	AT1G80570.2
Chr1:30293558-30294328	AT1G80580.1
Chr1:30296210-30297156	AT1G80590.1
Chr1:30298499-30300553	AT1G80600.1
Chr1:30300733-30304033	AT1G80610.1
Chr1:30305362-30307417	AT1G80620.1
Chr1:30308696-30310656	AT1G80630.1
Chr1:30311666-30314375	AT1G80640.1
Chr1:30314536-30315819	AT1G80650.1
Chr1:30316227-30319948	AT1G80660.1
Chr1:30320576-30323780	AT1G80670.1
Chr1:30324008-30328769	AT1G80680.1
Chr1:30329068-30330803	AT1G80690.1
Chr1:30331922-30333400	AT1G80700.1
Chr1:30333423-30335871	AT1G80710.1
Chr1:30336138-30337565	AT1G80720.1
Chr1:30339323-30340247	AT1G80730.1
Chr1:30342394-30347048	AT1G80740.1
Chr1:30347426-30348436	AT1G80745.1
Chr1:30348801-30350564	AT1G80750.1
Chr1:30350539-30352208	AT1G80760.1
Chr1:30355115-30357964	AT1G80770.1
Chr1:30358162-30359606	AT1G80780.3
Chr1:30359723-30363307	AT1G80790.1
Chr1:30364013-30364310	AT1G80800
Chr1:30365287-30368898	AT1G80810.2
Chr1:30368411-30368888	AT1TE99300
Chr1:30370572-30372670	AT1G80820.1
Chr1:30372879-30375696	AT1G80830.1
Chr1:30376371-30376481	AT1G80831.1
Chr1:30381109-30381200	AT1TE99340
Chr1:30383691-30385499	AT1G80840.1
Chr1:30384041-30384326	AT1TE99345
Chr1:30385449-30387522	AT1G80850.1
Chr1:30388264-30389302	AT1G80860.2
Chr1:30389538-30390557	AT1G80865.1
Chr1:30392133-30394383	AT1G80870.1
Chr1:30394246-30394658	AT1TE99370
Chr1:30395194-30396921	AT1G80880.1
Chr1:30397128-30398210	AT1G80890.1
Chr1:30398150-30400340	AT1G80900.1
Chr1:30400734-30403676	AT1G80910.1
Chr1:30403644-30404690	AT1G80920.1
Chr1:30405432-30409710	AT1G80930.1
Chr1:30410701-30412289	AT1G80940.1
Chr1:30412544-30415113	AT1G80950.1
Chr1:30415837-30418323	AT1G80960.2
Chr1:30419218-30419329	AT1TE99450
Chr1:30420102-30421653	AT1G80970.2
Chr1:30422058-30424087	AT1G80980.1
Chr1:30424421-30425192	AT1G80990.1
Chr1:30425840-30426557	AT1G81001
Chr1:30426839-30427577	AT1G81020
Chr2:1025-2810	AT2G01008.1
Chr2:3706-5513	AT2G01010.1
Chr2:5782-5945	AT2G01020.1
Chr2:6571-6672	AT2G01021.1
Chr2:9648-9767	AT2G01023.1
Chr2:10478-12861	AT2G01022.1
Chr2:10524-13069	AT2TE00010
Chr2:13072-29426	AT2TE00015
Chr2:14395-16377	AT2G01024.1
Chr2:17624-22540	AT2G01026.1
Chr2:23971-26923	AT2G01028.1
Chr2:28465-38652	AT2G01029.1
Chr2:29428-30317	AT2TE00020
Chr2:30318-31444	AT2TE00025
Chr2:31445-42029	AT2TE00030
Chr2:31487-33553	AT2TE00035
Chr2:34294-34346	AT2TE00040
Chr2:34380-36436	AT2TE00045
Chr2:39519-40358	AT2G01031.1
Chr2:42034-42128	AT2TE00070
Chr2:42129-49796	AT2TE00075
Chr2:43427-48350	AT2G01034.1
Chr2:49819-49859	AT2TE00080
Chr2:49860-50285	AT2TE00085
Chr2:52105-52383	AT2TE00090
Chr2:52644-58681	AT2TE00095
Chr2:55136-55394	AT2TE00100
Chr2:58682-64005	AT2TE00110
Chr2:58705-64872	AT2G01037.1
Chr2:64006-68112	AT2TE00115
Chr2:65071-67094	AT2TE00120
Chr2:65436-67139	AT2G01040.1
Chr2:68337-69884	AT2G01050.1
Chr2:69926-70795	AT2TE00130
Chr2:70796-71407	AT2TE00135
Chr2:71652-71802	AT2TE00140
Chr2:71803-72196	AT2TE00145
Chr2:72206-72240	AT2TE00150
Chr2:72650-72805	AT2TE00155
Chr2:73258-75389	AT2G01060.1
Chr2:75520-77865	AT2G01070.1
Chr2:77888-79334	AT2G01080.1
Chr2:79989-81200	AT2G01090.1
Chr2:81437-83290	AT2G01100.1
Chr2:83260-85229	AT2G01110.1
Chr2:85416-88181	AT2G01120.2
Chr2:88559-94660	AT2G01130.1
Chr2:94811-96655	AT2G01140.1
Chr2:100649-101495	AT2G01150.1
Chr2:102065-102138	AT2G01160.1
Chr2:102194-104549	AT2G01170.1
Chr2:104884-106216	AT2G01175.1
Chr2:106900-108803	AT2G01180.1
Chr2:112141-113018	AT2TE00350
Chr2:113475-114791	AT2TE00355
Chr2:114792-114911	AT2TE00360
Chr2:114975-117640	AT2G01190.1
Chr2:118018-119342	AT2G01200.2
Chr2:119441-121846	AT2G01210.1
Chr2:123276-126466	AT2G01220.2
Chr2:126901-126920	AT2TE00420
Chr2:126921-128152	AT2TE00425
Chr2:128440-129256	AT2G01240.1
Chr2:129561-129637	AT2TE00430
Chr2:129638-130119	AT2TE00435
Chr2:130120-130433	AT2TE00440
Chr2:131461-132285	AT2TE00445
Chr2:132286-132384	AT2TE00450
Chr2:132697-134455	AT2G01250.1
Chr2:135244-137806	AT2G01260.1
Chr2:138752-139009	AT2TE00480
Chr2:139331-142560	AT2G01270.1
Chr2:142498-144524	AT2G01275.1
Chr2:143227-143374	AT2TE00500
Chr2:144209-144292	AT2TE00505
Chr2:145676-149394	AT2G01280.1
Chr2:148919-150382	AT2G01290.1
Chr2:150688-151156	AT2TE00530
Chr2:151057-151729	AT2G01300.1
Chr2:152016-152232	AT2TE00535
Chr2:152481-152642	AT2G01310.1
Chr2:152982-153199	AT2TE00540
Chr2:154131-158182	AT2G01320.3
Chr2:158277-160858	AT2G01330.1
Chr2:163954-165290	AT2G01340.1
Chr2:165141-167259	AT2G01350.1
Chr2:167997-168479	AT2G01360.1
Chr2:168631-169642	AT2G01370.1
Chr2:169967-170613	AT2G01372
Chr2:172256-174137	AT2G01390.1
Chr2:174271-175617	AT2G01400.1
Chr2:175040-176407	AT2G01410.1
Chr2:176784-176982	AT2TE00660
Chr2:179755-180043	AT2TE00670
Chr2:180105-183328	AT2G01420.2
Chr2:183940-184734	AT2G01422.1
Chr2:183940-184734	AT2G01422.2
Chr2:187245-187484	AT2TE00710
Chr2:187798-190369	AT2G01430.1
Chr2:192071-192516	AT2TE00730
Chr2:192517-192538	AT2TE00735
Chr2:193701-199248	AT2G01440.1
Chr2:199512-202306	AT2G01450.1
Chr2:203543-203795	AT2TE00790
Chr2:204539-204686	AT2TE00795
Chr2:206136-211919	AT2G01460.1
Chr2:211970-214472	AT2G01470.1
Chr2:215551-216683	AT2TE00850
Chr2:216722-220989	AT2G01480.1
Chr2:221246-223418	AT2G01490.1
Chr2:224156-226192	AT2G01500.1
Chr2:226854-227064	AT2TE00900
Chr2:228745-229237	AT2G01505.1
Chr2:230752-232506	AT2G01510.1
Chr2:235925-237147	AT2G01520.1
Chr2:238048-238094	AT2TE00960
Chr2:238125-238646	AT2TE00965
Chr2:239109-239301	AT2TE00970
Chr2:239705-240520	AT2G01530.1
Chr2:240579-240621	AT2TE00975
Chr2:240622-240846	AT2TE00980
Chr2:240847-241949	AT2TE00985
Chr2:241950-242050	AT2TE00990
Chr2:242123-243493	AT2G01540.1
Chr2:242855-243016	AT2TE00995
Chr2:243804-249211	AT2TE01000
Chr2:243918-249049	AT2G01550.1
Chr2:249687-250181	AT2G01554.1
Chr2:250245-251806	AT2G01560.1
Chr2:252100-252200	AT2TE01010
Chr2:252201-252652	AT2TE01015
Chr2:252653-252690	AT2TE01020
Chr2:254128-254204	AT2TE01025
Chr2:254205-254342	AT2TE01030
Chr2:254343-255444	AT2TE01035
Chr2:255249-257550	AT2G01570.1
Chr2:262038-262828	AT2TE01060
Chr2:262829-262963	AT2TE01065
Chr2:265044-265905	AT2G01580.1
Chr2:266136-266435	AT2TE01075
Chr2:266630-267798	AT2G01590.1
Chr2:267516-267807	AT2TE01080
Chr2:267908-268041	AT2TE01085
Chr2:268818-272610	AT2G01600.1
Chr2:273917-274820	AT2G01610.1
Chr2:275809-275985	AT2TE01120
Chr2:276794-277137	AT2TE01125
Chr2:277653-277968	AT2TE01130
Chr2:278127-279296	AT2G01620.1
Chr2:279282-282123	AT2G01630.1
Chr2:282555-282744	AT2TE01150
Chr2:283004-284158	AT2G01640.1
Chr2:284310-284432	AT2TE01155
Chr2:284672-286493	AT2G01650.1
Chr2:286810-287353	AT2TE01165
Chr2:287354-287547	AT2TE01170
Chr2:287548-287582	AT2TE01175
Chr2:288559-289107	AT2TE01180
Chr2:288809-289065	AT2TE01185
Chr2:290603-292590	AT2G01660.1
Chr2:291482-291698	AT2TE01195
Chr2:292585-292730	AT2TE01200
Chr2:292731-293916	AT2TE01205
Chr2:293917-293999	AT2TE01210
Chr2:294000-294967	AT2TE01215
Chr2:294968-295065	AT2TE01220
Chr2:295455-295556	AT2G01667.1
Chr2:295653-295704	AT2TE01225
Chr2:295705-296404	AT2TE01230
Chr2:296510-298101	AT2G01670.1
Chr2:301617-302243	AT2TE01260
Chr2:303116-303588	AT2TE01265
Chr2:304641-305094	AT2TE01270
Chr2:305724-306044	AT2TE01275
Chr2:306385-308659	AT2G01680.1
Chr2:308702-313805	AT2G01690.2
Chr2:313912-314625	AT2TE01310
Chr2:314627-315282	AT2TE01315
Chr2:314844-315158	AT2G01700.1
Chr2:315726-316993	AT2G01710.1
Chr2:317030-320264	AT2G01720.1
Chr2:320478-323947	AT2G01730.1
Chr2:323997-324323	AT2TE01350
Chr2:324472-326094	AT2G01735.1
Chr2:326136-327815	AT2G01740.1
Chr2:328089-332113	AT2G01750.2
Chr2:332194-332781	AT2G01755.1
Chr2:332967-334696	AT2G01760.1
Chr2:334772-336438	AT2G01770.1
Chr2:336494-336943	AT2TE01410
Chr2:338024-339871	AT2G01780.1
Chr2:340231-340543	AT2TE01420
Chr2:341322-342480	AT2G01790.1
Chr2:343766-345254	AT2G01800.1
Chr2:346937-347036	AT2TE01450
Chr2:347537-350179	AT2G01810.1
Chr2:350315-350748	AT2TE01460
Chr2:351667-352117	AT2TE01465
Chr2:353457-355522	AT2G01818.1
Chr2:356680-357008	AT2TE01480
Chr2:357431-360681	AT2G01820.1
Chr2:361024-361738	AT2TE01500
Chr2:362983-368082	AT2G01830.2
Chr2:368356-368592	AT2TE01530
Chr2:370117-370297	AT2TE01535
Chr2:371226-372163	AT2TE01540
Chr2:373125-378447	AT2G01840.1
Chr2:374589-376262	AT2TE01550
Chr2:376263-376287	AT2TE01555
Chr2:376596-377257	AT2TE01560
Chr2:379376-379539	AT2TE01570
Chr2:384450-385195	AT2TE01590
Chr2:385196-385271	AT2TE01595
Chr2:385199-387344	AT2G01850.1
Chr2:388055-389918	AT2G01860.1
Chr2:389470-390405	AT2G01870.1
Chr2:390843-391401	AT2TE01620
Chr2:391423-394032	AT2G01880.1
Chr2:393578-396843	AT2TE01630
Chr2:396768-399208	AT2G01890.1
Chr2:396844-396972	AT2TE01635
Chr2:396973-397013	AT2TE01640
Chr2:400079-400300	AT2TE01650
Chr2:400301-400323	AT2TE01655
Chr2:401007-401157	AT2TE01660
Chr2:401158-402774	AT2TE01665
Chr2:403449-403533	AT2TE01670
Chr2:403534-403617	AT2TE01675
Chr2:404221-404826	AT2TE01680
Chr2:405918-409014	AT2G01900.1
Chr2:410327-415330	AT2G01905.1
Chr2:415277-415618	AT2TE01730
Chr2:416911-420587	AT2G01910.1
Chr2:421014-421540	AT2TE01760
Chr2:421624-422626	AT2G01913.1
Chr2:422973-423151	AT2TE01765
Chr2:424110-425713	AT2G01918.1
Chr2:424814-424935	AT2TE01770
Chr2:426052-426990	AT2G01920.1
Chr2:427121-428839	AT2G01930.1
Chr2:429197-429343	AT2TE01790
Chr2:432275-435077	AT2G01940.3
Chr2:440427-440595	AT2TE01850
Chr2:440636-444276	AT2G01950.1
Chr2:444939-445036	AT2TE01870
Chr2:449759-449791	AT2TE01890
Chr2:450379-451910	AT2G01960.1
Chr2:450872-450913	AT2TE01895
Chr2:450914-450951	AT2TE01900
Chr2:450952-451330	AT2TE01905
Chr2:451331-451495	AT2TE01910
Chr2:451871-454885	AT2G01970.1
Chr2:455659-456088	AT2G01973
Chr2:457010-463326	AT2G01980.1
Chr2:463226-463762	AT2TE01970
Chr2:465001-466724	AT2G01990.1
Chr2:469370-472070	AT2G02000.1
Chr2:474165-476594	AT2G02010.1
Chr2:479101-481185	AT2G02020.1
Chr2:481467-481778	AT2G02023.1
Chr2:481907-482086	AT2G02026.1
Chr2:482335-483829	AT2G02030.1
Chr2:485690-485852	AT2TE02080
Chr2:487423-489832	AT2G02040.1
Chr2:489966-491995	AT2G02050.1
Chr2:495570-497747	AT2G02060.1
Chr2:498025-499559	AT2G02061.1
Chr2:499870-499896	AT2TE02150
Chr2:499897-499934	AT2TE02155
Chr2:499935-503974	AT2TE02160
Chr2:505487-509425	AT2G02070.1
Chr2:510653-511831	AT2TE02190
Chr2:511832-511913	AT2TE02195
Chr2:512286-512343	AT2TE02200
Chr2:512344-513278	AT2TE02205
Chr2:514536-514612	AT2TE02210
Chr2:514613-514680	AT2TE02215
Chr2:514681-517194	AT2TE02220
Chr2:517195-517420	AT2TE02225
Chr2:518159-521707	AT2G02080.1
Chr2:523284-527012	AT2G02090.1
Chr2:528350-529108	AT2G02100.1
Chr2:529919-530007	AT2TE02280
Chr2:530241-531636	AT2G02103.1
Chr2:532320-536341	AT2G02110.1
Chr2:532333-537391	AT2TE02290
Chr2:534989-535050	AT2TE02295
Chr2:538250-539055	AT2G02120.1
Chr2:539999-540634	AT2G02130.1
Chr2:541897-542173	AT2G02135
Chr2:542164-542270	AT2TE02330
Chr2:542271-544756	AT2TE02335
Chr2:544707-545429	AT2G02140.1
Chr2:544757-544781	AT2TE02340
Chr2:545162-545185	AT2TE02345
Chr2:545186-545395	AT2TE02350
Chr2:545396-546518	AT2TE02355
Chr2:546519-546651	AT2TE02360
Chr2:546664-547026	AT2G02147.1
Chr2:547215-549616	AT2G02148.1
Chr2:550340-552625	AT2G02150.1
Chr2:553110-556113	AT2G02160.1
Chr2:553395-553685	AT2TE02390
Chr2:556493-558798	AT2G02170.1
Chr2:558987-559748	AT2TE02420
Chr2:559259-559626	AT2TE02425
Chr2:560180-560448	AT2TE02430
Chr2:560864-563233	AT2G02180.1
Chr2:566714-566756	AT2TE02460
Chr2:566757-582571	AT2TE02465
Chr2:567873-569698	AT2G02190.1
Chr2:570439-574368	AT2G02200.1
Chr2:576059-576590	AT2G02205.1
Chr2:577381-582050	AT2G02210.1
Chr2:582577-582618	AT2TE02470
Chr2:582619-583282	AT2TE02475
Chr2:583978-587124	AT2G02220.1
Chr2:590056-590239	AT2TE02500
Chr2:590221-591650	AT2G02230.1
Chr2:592359-593602	AT2G02240.1
Chr2:594655-595852	AT2G02250.1
Chr2:596349-597748	AT2TE02530
Chr2:596454-597760	AT2G02260.1
Chr2:598112-599525	AT2G02270
Chr2:600491-601439	AT2G02280.1
Chr2:600704-600756	AT2TE02540
Chr2:600771-601263	AT2TE02545
Chr2:601917-602068	AT2TE02550
Chr2:603503-603585	AT2TE02555
Chr2:604453-605361	AT2G02290.1
Chr2:606182-607839	AT2G02300.1
Chr2:608759-610130	AT2G02310.1
Chr2:610428-611843	AT2G02320.1
Chr2:611240-611313	AT2TE02590
Chr2:612658-612921	AT2TE02595
Chr2:613564-613995	AT2TE02600
Chr2:613725-614592	AT2G02330
Chr2:616088-617274	AT2G02340.1
Chr2:617800-619091	AT2G02350.1
Chr2:619406-620768	AT2G02360.1
Chr2:621155-623344	AT2G02370.1
Chr2:623461-623853	AT2TE02650
Chr2:624975-625442	AT2TE02655
Chr2:625443-626028	AT2TE02660
Chr2:626029-626486	AT2TE02665
Chr2:626842-628676	AT2G02380.1
Chr2:628899-631114	AT2G02390.3
Chr2:631073-631344	AT2TE02680
Chr2:631236-632575	AT2G02400.1
Chr2:632640-634899	AT2G02410.1
Chr2:635456-636638	AT2G02430
Chr2:636879-637401	AT2TE02710
Chr2:637402-637680	AT2TE02715
Chr2:638012-639305	AT2G02440.1
Chr2:639440-639520	AT2TE02720
Chr2:639521-640379	AT2TE02725
Chr2:640380-640467	AT2TE02730
Chr2:640468-640869	AT2TE02735
Chr2:642414-642723	AT2TE02740
Chr2:644083-644698	AT2TE02745
Chr2:644699-644803	AT2TE02750
Chr2:648044-650814	AT2G02450.2
Chr2:652580-654915	AT2G02470.1
Chr2:654789-654873	AT2TE02800
Chr2:654874-660310	AT2TE02805
Chr2:656217-656728	AT2TE02810
Chr2:658348-659038	AT2TE02815
Chr2:660311-660552	AT2TE02820
Chr2:660553-660581	AT2TE02825
Chr2:660582-660609	AT2TE02830
Chr2:660743-665635	AT2G02480.1
Chr2:665356-665420	AT2TE02850
Chr2:665421-665569	AT2TE02855
Chr2:665570-666688	AT2TE02860
Chr2:666689-666798	AT2TE02865
Chr2:667041-668284	AT2G02490.1
Chr2:669760-670204	AT2G02498.1
Chr2:670292-670443	AT2TE02875
Chr2:670464-670605	AT2TE02880
Chr2:670878-673155	AT2G02500.1
Chr2:673305-674740	AT2G02510.1
Chr2:675256-675656	AT2G02515.1
Chr2:675552-676681	AT2TE02910
Chr2:676771-678145	AT2G02520.1
Chr2:679114-679495	AT2TE02920
Chr2:680440-680482	AT2TE02925
Chr2:680483-681274	AT2TE02930
Chr2:683647-685309	AT2G02540.1
Chr2:685814-687238	AT2TE02950
Chr2:686375-687108	AT2TE02955
Chr2:687384-688764	AT2G02550.2
Chr2:689788-697596	AT2G02560.1
Chr2:697951-700917	AT2G02570.1
Chr2:701946-703770	AT2G02580.1
Chr2:704301-704695	AT2TE03040
Chr2:704918-706669	AT2G02590.1
Chr2:706796-706868	AT2G02600.1
Chr2:706883-707022	AT2TE03050
Chr2:707023-710196	AT2TE03055
Chr2:708841-709399	AT2TE03060
Chr2:710197-710217	AT2TE03065
Chr2:710712-712819	AT2G02610.1
Chr2:713306-713789	AT2TE03075
Chr2:713869-713948	AT2TE03080
Chr2:713978-714338	AT2TE03085
Chr2:714696-714781	AT2TE03090
Chr2:714782-715390	AT2TE03095
Chr2:715391-716942	AT2TE03100
Chr2:716943-717049	AT2TE03105
Chr2:717050-717156	AT2TE03110
Chr2:717256-719380	AT2G02620.1
Chr2:720018-720185	AT2TE03120
Chr2:720848-721013	AT2TE03125
Chr2:721014-722126	AT2TE03130
Chr2:722127-722642	AT2TE03135
Chr2:722930-723058	AT2TE03140
Chr2:723059-723482	AT2TE03145
Chr2:723565-725620	AT2G02630.1
Chr2:728075-728171	AT2TE03160
Chr2:728957-729170	AT2TE03165
Chr2:729171-729993	AT2TE03170
Chr2:732388-734271	AT2G02640.1
Chr2:735111-735190	AT2TE03200
Chr2:735411-736546	AT2G02650.1
Chr2:736575-737445	AT2TE03205
Chr2:737446-737545	AT2TE03210
Chr2:737546-737575	AT2TE03215
Chr2:737576-737633	AT2TE03220
Chr2:738504-739769	AT2G02660.1
Chr2:741782-742363	AT2TE03240
Chr2:742358-743302	AT2G02670
Chr2:743420-743962	AT2TE03245
Chr2:743963-744665	AT2TE03250
Chr2:745775-748573	AT2G02680.1
Chr2:749206-749743	AT2TE03270
Chr2:749305-749560	AT2TE03275
Chr2:749919-751900	AT2G02690.1
Chr2:753052-753260	AT2TE03285
Chr2:754359-754596	AT2TE03290
Chr2:755084-755411	AT2TE03295
Chr2:755501-755787	AT2TE03300
Chr2:756443-757942	AT2G02700.1
Chr2:758693-760871	AT2G02710.1
Chr2:760998-761024	AT2TE03330
Chr2:761025-761738	AT2TE03335
Chr2:762466-762603	AT2TE03340
Chr2:763011-765027	AT2G02720.1
Chr2:764604-767436	AT2G02730.1
Chr2:767569-768258	AT2TE03370
Chr2:768259-768473	AT2TE03375
Chr2:769344-771235	AT2G02740.1
Chr2:771151-773540	AT2G02750.1
Chr2:771377-771522	AT2G02741.1
Chr2:773684-775371	AT2G02760.1
Chr2:775482-779786	AT2G02770.1
Chr2:781847-784646	AT2G02780.1
Chr2:784924-785149	AT2TE03450
Chr2:785653-785672	AT2TE03455
Chr2:785678-786195	AT2TE03460
Chr2:786196-787440	AT2TE03465
Chr2:787441-787564	AT2TE03470
Chr2:787915-790946	AT2G02790.1
Chr2:791355-791456	AT2TE03480
Chr2:791457-792456	AT2TE03485
Chr2:793048-793095	AT2TE03490
Chr2:793096-793989	AT2TE03495
Chr2:793990-794449	AT2TE03500
Chr2:794450-795647	AT2TE03505
Chr2:795896-796492	AT2G02795.1
Chr2:796680-799443	AT2G02800.1
Chr2:799733-800457	AT2TE03520
Chr2:801530-803436	AT2G02810.1
Chr2:804174-807208	AT2G02820.2
Chr2:808174-808354	AT2TE03560
Chr2:808372-808872	AT2G02830.1
Chr2:808411-809054	AT2TE03565
Chr2:811294-811546	AT2TE03575
Chr2:811547-812862	AT2TE03580
Chr2:819643-819714	AT2TE03610
Chr2:820437-821291	AT2G02835.1
Chr2:821553-822858	AT2G02840.1
Chr2:823019-823146	AT2TE03620
Chr2:824786-825021	AT2TE03625
Chr2:825362-825444	AT2TE03630
Chr2:825445-825986	AT2TE03635
Chr2:825987-826273	AT2TE03640
Chr2:826274-826296	AT2TE03645
Chr2:826297-826448	AT2TE03650
Chr2:826404-827812	AT2G02850.1
Chr2:828352-832455	AT2G02860.1
Chr2:837812-840129	AT2G02870.1
Chr2:840899-841060	AT2TE03720
Chr2:841246-843429	AT2G02880.1
Chr2:843913-846616	AT2G02890.1
Chr2:846209-846558	AT2TE03750
Chr2:846855-846927	AT2G02900.1
Chr2:847176-849598	AT2G02910.1
Chr2:851164-852222	AT2G02930.1
Chr2:854947-856538	AT2G02950.1
Chr2:859117-859217	AT2TE03810
Chr2:859218-859340	AT2TE03815
Chr2:859453-862076	AT2G02955.1
Chr2:862087-864359	AT2G02960.5
Chr2:865070-868289	AT2G02970.1
Chr2:868359-870385	AT2G02980.1
Chr2:870816-871058	AT2TE03870
Chr2:871079-873128	AT2TE03875
Chr2:873129-873413	AT2TE03880
Chr2:873506-874811	AT2G02990.1
Chr2:875233-877207	AT2G03000.1
Chr2:878351-878374	AT2TE03910
Chr2:878375-878980	AT2TE03915
Chr2:878981-879072	AT2TE03920
Chr2:879247-881471	AT2G03010.1
Chr2:882645-884148	AT2G03020.1
Chr2:885225-885245	AT2TE03950
Chr2:885246-885617	AT2TE03955
Chr2:885618-885675	AT2TE03960
Chr2:886380-887438	AT2TE03965
Chr2:887861-888776	AT2TE03970
Chr2:888777-888895	AT2TE03975
Chr2:889764-890520	AT2G03030.1
Chr2:892823-893572	AT2G03040.1
Chr2:893850-894388	AT2TE04000
Chr2:894485-895595	AT2TE04005
Chr2:896356-897324	AT2TE04010
Chr2:897325-897348	AT2TE04015
Chr2:897751-897772	AT2TE04020
Chr2:897787-898656	AT2TE04025
Chr2:898657-898809	AT2TE04030
Chr2:899690-900946	AT2G03050.1
Chr2:901143-903569	AT2G03060.2
Chr2:904458-904625	AT2TE04060
Chr2:904626-904656	AT2TE04065
Chr2:905619-909070	AT2G03070.1
Chr2:909197-909704	AT2TE04080
Chr2:909734-914341	AT2TE04085
Chr2:911692-914049	AT2G03080.1
Chr2:914342-915293	AT2TE04090
Chr2:915294-915648	AT2TE04095
Chr2:916854-918643	AT2G03090.1
Chr2:919815-920007	AT2TE04110
Chr2:920978-921016	AT2TE04115
Chr2:924710-925031	AT2TE04125
Chr2:926131-929956	AT2TE04130
Chr2:926809-929704	AT2G03100.1
Chr2:931662-931730	AT2TE04135
Chr2:932416-932540	AT2TE04140
Chr2:932541-933984	AT2TE04145
Chr2:933324-933516	AT2TE04150
Chr2:933517-933803	AT2TE04155
Chr2:934043-934254	AT2TE04160
Chr2:935336-936639	AT2G03110.1
Chr2:937420-940339	AT2G03120.1
Chr2:940744-941076	AT2G03130.1
Chr2:941912-950328	AT2G03140.2
Chr2:951933-959188	AT2G03150.1
Chr2:959645-960247	AT2G03160.1
Chr2:961322-961771	AT2G03170.1
Chr2:962142-962524	AT2TE04300
Chr2:962764-963126	AT2G03180.1
Chr2:963292-963521	AT2TE04305
Chr2:963608-964191	AT2TE04310
Chr2:964214-964901	AT2G03190.1
Chr2:966451-967918	AT2G03200.1
Chr2:967829-967927	AT2TE04320
Chr2:968335-970018	AT2G03210.1
Chr2:970259-972407	AT2G03220.1
Chr2:972432-972726	AT2TE04340
Chr2:972917-973375	AT2G03230.1
Chr2:973413-977337	AT2G03240.1
Chr2:977904-978716	AT2TE04370
Chr2:979584-979661	AT2TE04375
Chr2:979662-979859	AT2TE04380
Chr2:979860-980818	AT2TE04385
Chr2:982173-986662	AT2G03250.1
Chr2:987934-992332	AT2G03260.1
Chr2:990831-991006	AT2TE04430
Chr2:993233-993503	AT2TE04440
Chr2:993756-996128	AT2G03270.1
Chr2:996088-998295	AT2G03280.2
Chr2:998623-999137	AT2TE04470
Chr2:999138-999182	AT2TE04475
Chr2:999422-1000606	AT2G03290.1
Chr2:1000729-1001741	AT2G03291
Chr2:1002169-1002784	AT2TE04485
Chr2:1003468-1004222	AT2G03300.1
Chr2:1005122-1005363	AT2TE04495
Chr2:1005364-1005393	AT2TE04500
Chr2:1006256-1007183	AT2G03310.1
Chr2:1007126-1007722	AT2TE04505
Chr2:1007382-1007945	AT2G03320.1
Chr2:1008460-1014122	AT2G03330.1
Chr2:1009756-1010282	AT2TE04515
Chr2:1010609-1011039	AT2TE04520
Chr2:1011233-1012992	AT2TE04525
Chr2:1014350-1017148	AT2G03340.1
Chr2:1017219-1017843	AT2TE04540
Chr2:1018859-1019085	AT2TE04545
Chr2:1019579-1021186	AT2G03350.1
Chr2:1021463-1021631	AT2TE04555
Chr2:1022287-1024391	AT2G03360.2
Chr2:1024710-1027045	AT2G03370.1
Chr2:1025930-1026107	AT2TE04570
Chr2:1026108-1026759	AT2TE04575
Chr2:1027648-1028020	AT2TE04580
Chr2:1028292-1030361	AT2G03380.1
Chr2:1030402-1032625	AT2G03390.1
Chr2:1032980-1033363	AT2TE04610
Chr2:1033364-1033472	AT2TE04615
Chr2:1033598-1036009	AT2G03410.1
Chr2:1034998-1035969	AT2G03420.1
Chr2:1036008-1037632	AT2G03430.1
Chr2:1037743-1038911	AT2TE04630
Chr2:1038912-1039436	AT2TE04635
Chr2:1039205-1040118	AT2G03440.1
Chr2:1040938-1041042	AT2G03445.1
Chr2:1041388-1043667	AT2G03450.1
Chr2:1043621-1044992	AT2G03460.1
Chr2:1045456-1047684	AT2G03470.1
Chr2:1047702-1048320	AT2TE04670
Chr2:1048321-1049410	AT2TE04675
Chr2:1049411-1049468	AT2TE04680
Chr2:1050938-1054478	AT2G03480.1
Chr2:1054718-1054790	AT2G03490.1
Chr2:1058430-1059472	AT2TE04730
Chr2:1059710-1062410	AT2G03500.1
Chr2:1064236-1065372	AT2G03505.1
Chr2:1065927-1066514	AT2TE04760
Chr2:1066606-1069149	AT2G03510.1
Chr2:1069491-1071382	AT2G03520.1
Chr2:1071594-1073566	AT2G03530.1
Chr2:1073745-1074640	AT2TE04800
Chr2:1073759-1074515	AT2G03540.1
Chr2:1074646-1074752	AT2TE04805
Chr2:1074753-1075061	AT2TE04810
Chr2:1075062-1075557	AT2TE04815
Chr2:1075558-1076405	AT2TE04820
Chr2:1076416-1076727	AT2TE04825
Chr2:1077036-1078083	AT2G03550.1
